timestamp,rpm,coolant_temp,vehicle_speed,throttle_pos,intake_air_temp
2024-01-01 09:00:00.000000,2355.247952781232,97.73292722072229,61.57858287394619,34.26388884208094,48.71532376467269
2024-01-01 09:00:01.000000,2927.5608738757533,97.67244142864509,55.73953380788522,32.17778811012789,45.134255294543124
2024-01-01 09:00:02.000000,2911.616516880055,98.0027323348859,59.870346823643786,37.95477524423183,35.13327382366056
2024-01-01 09:00:03.000000,3204.2061139226107,97.6217795281706,72.10109240363954,24.026541314333414,37.09671962600062
2024-01-01 09:00:04.000000,2567.648746390594,97.9186401731601,65.92478871551097,38.40922198558953,42.73571347537144
2024-01-01 09:00:05.000000,2589.9320771287407,97.64611234468293,71.30074938601008,34.13586493168386,36.70858555587019
2024-01-01 09:00:06.000000,2571.447933698343,97.68645426301342,82.62937472303229,37.756351578874074,34.91545403979216
2024-01-01 09:00:07.000000,2430.366864901158,97.80897233104781,67.30953722945132,37.78723034970661,35.79509051658326
2024-01-01 09:00:08.000000,1754.9803949225595,97.29723033148056,56.91063108609639,10.477353986842669,35.09471934065883
2024-01-01 09:00:09.000000,3180.147872958761,97.64060601236665,75.57423508862377,25.98706181335332,41.45668919205848
2024-01-01 09:00:10.000000,3126.578032380531,98.0396477813481,65.51360859479635,33.91371335911144,35.78495792821373
2024-01-01 09:00:11.000000,2190.4496009536556,98.23145609106689,73.72447157660453,34.445150417023264,45.72127133655955
2024-01-01 09:00:12.000000,2628.7815743295064,98.44271079374552,75.66198544097739,37.59389308999694,37.07313943699161
2024-01-01 09:00:13.000000,2503.037265152331,98.24497130908964,55.409919035732216,38.02348290331643,43.51657611164334
2024-01-01 09:00:14.000000,2518.662479317037,98.490628431309,78.82004604171944,50.16233322933896,39.82696747705603
2024-01-01 09:00:15.000000,1944.1517375695043,97.85252144586279,74.0512195995656,38.12458481097947,36.59888345619715
2024-01-01 09:00:16.000000,2548.2100156302995,97.71531882414291,58.960956275154714,31.869762917835594,36.68382128873273
2024-01-01 09:00:17.000000,3039.0881867650432,97.99517741555346,68.04449119870853,19.008765274625176,41.088515486877505
2024-01-01 09:00:18.000000,3823.795212415117,98.26889186022188,67.57207490980107,21.31409884458143,53.56750075150406
2024-01-01 09:00:19.000000,2957.6932087518403,98.44091035808663,65.23931814465837,40.35491809975205,36.47808890864471
2024-01-01 09:00:20.000000,2848.887666089072,98.58949830993525,73.71913988812393,45.604468141104675,47.60502366608411
2024-01-01 09:00:21.000000,2593.8257351630186,99.00447493343594,79.37356328333527,50.413709969181824,38.39278016123181
2024-01-01 09:00:22.000000,2559.898459957635,98.73310713520416,65.07306372740632,26.72106921084287,40.526744280728884
2024-01-01 09:00:23.000000,3178.9759284186557,98.65154600536499,78.30881327972085,31.961355645690727,41.11213699231075
2024-01-01 09:00:24.000000,2916.413600504873,98.81311421650085,74.88202610504112,37.42333686083113,38.22117779446833
2024-01-01 09:00:25.000000,2545.7761038901444,98.70599006234232,67.32296158176405,55.47398921130238,40.036527357948216
2024-01-01 09:00:26.000000,2391.3791221297606,98.7521177785487,66.76180922052322,36.148614682138955,41.60406282949055
